timestamp,container_name,value
1751885436,ecstatic_babbage,0.10618913156362587
1751885438,ecstatic_babbage,0.07450414599760351
1751885439,ecstatic_babbage,0.011815014924162778
1751885440,ecstatic_babbage,0.036873594771698576
1751885441,ecstatic_babbage,0.006734731969867065
1751885443,ecstatic_babbage,0.03088278263749673
1751885444,ecstatic_babbage,0.005969720395636623
1751885445,ecstatic_babbage,0.025076037296148514
1751885447,ecstatic_babbage,0.015033549288940323
1751885448,ecstatic_babbage,1.806229399640024e-05
1751885450,,0.0
